"TIC ID","TOI","CTOI","Master priority","SG1A priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","TESS mag","TESS mag error","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM RA error","PM Dec (mas/yr)","PM Dec error","Transit Epoch (BJD)","Transit Epoch error","Period (days)","Period error","Duration (hours)","Duration error","Depth (mmag)","Depth (mmag) error","Depth (ppm)","Depth (ppm) error","Planet Radius (R_Earth)","Planet Radius error","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Distance error","Stellar Teff (K)","Stellar Teff error","Stellar log(g) (cm/s2)","Stellar log(g) error","Stellar Radius (R_Sun)","Stellar Radius error","Stellar Metallicity","Stellar Metallicity error","Stellar Mass (M_Sun)","Stellar Mass error","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"230017325","1363.01","","5","5","5","5","5","5","5","14.5","35.5","113.56","0","3","4","O","FP","10.3843","0.007","1","qlp-s82-ffi","QLP","291.469121","61.776068","-6.849","0.06","-8.871","0.046","2460552.289549","0.0011799","9.6926439","0.000011","2.709","0.364","1.518921","0.045327","1398","41.7465","13.0906","0.687767","87.6527","852","47","615.12","10.067","6012","128.6","3.39","0.08","3.51","0.17","","","1.11","0.154299","14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81,82","TFOP FP; retired as NPC; signal on 230017324.01 (TOI-1280.01)","2019-10-30","2024-09-30","2024-10-01"
"367099243","1365.01","","5","5","5","5","5","5","5","291.2","439.5","317","2","2","0","EB","FP","10.4849","0.006","1","qlp-s77-ffi","QLP","317.729186","72.615356","-25.691","0.047","-13.894","0.045","2460421.898853","0.0003308","1.8286961","6e-7","3.37","0.263","7.936352","4.756297","7283","4371.13","21.4433","2.03926","18194.7","3235","126","244.318","1.586","6046.3","179.4","4.43","0.11","1.23","0.05","","","1.484","0.320987","16,17,18,19,24,25,52,57,58,59,73,77","V-shaped; depth-aperture correlation; TFOP FP/NEB","2019-10-30","2024-07-25","2024-08-16"
"364186197","1408.01","","3","5","5","3","4","4","4","42.1","172.7","49.55","18","19","2","CP","CP","8.82374","0.006","1","qlp-s79-ffi","SPOC/QLP","313.511047","72.580646","11.808","0.045","28.759","0.045","2460475.345922","0.0001903","4.424712","0.000001","1.215","0.178","2.64155","0.123057","2430","113.333","8.05593","0.649397","271.896","1131","126","139.484","0.4175","6594","709.2","4.23","0.16","1.49","0.11","","","1.375","0.406981","16,17,18,19,24,25,52,57,58,59,73,76,77,78,79","TOI-1408 b","2019-11-06","2024-08-23","2024-08-31"
"364186197","1408.02","","5","5","5","5","5","5","5","1.8","3.7","2.52","18","19","2","PC","KP","8.82374","0.006","2","qlp-s79-ffi","SPOC/QLP","313.511047","72.580646","11.808","0.045","28.759","0.045","2460479.047419","0.0052675","2.2222094","0.0000128","2.461","0.554","0.094463","0.009866","87","9.08663","1.39527","0.138361","2005.35","1864","9","139.484","0.4175","6594","709.2","4.23","0.16","1.49","0.11","","","1.375","0.406981","16,17,18,19,24,25,52,57,58,59,73,76,77,78,79","Close to the period of TOI-1408 c discovered via TTVs (Korth et al 2024); difference between QLP period and published period likely due to significant TTVs","2024-09-24","2024-09-24","2024-10-02"
"237232044","1443.01","","2","4","2","2","4","4","4","1.1","33.8","5.19","0","15","5","CP","PC","9.9377","0.006","1","qlp-s80-ffi","SPOC","297.398678","76.139178","-88.066","0.047","21.781","0.056","2460482.338864","0.0019973","23.5406962","0.0000507","4.065","0.313","1.03846","0.037301","956","34.355","2.13419","0.134748","16.1306","558","32","85.8034","0.2054","5236","125.328","4.63898","0.0858843","0.75","0.04","","","0.89","0.112315","14,16,17,18,19,20,23,24,25,26,40,47,49,50,52,53,54,57,58,59,60,73,74,76,77,78,79,80","TOI-1443 b","2019-11-14","2024-08-29","2024-08-31"
"198390247","1453.01","","2","4","4","2","4","4","4","3.9","55.2","5.72","7","4","6","PC","PC","10.1426","0.006","1","qlp-s74-ffi","SPOC/QLP","258.22327","57.197778","-71.005","0.036","-0.024","0.039","2460344.15117","0.0016044","6.5886803","0.0000104","1.846","0.353","1.005858","0.053442","926","49.2207","2.25636","0.166121","105.424","892","33","78.7415","0.11935","4920","127","4.64","0.09","0.71","0.05","","","0.81","0.0962979","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,56,57,59,60,73,74","possible multi","2019-11-14","2024-04-01","2024-04-12"
"198390247","1453.02","","2","4","4","2","4","4","4","1.4","4.6","1.5","7","4","6","PC","PC","10.1426","0.006","2","qlp-s74-ffi","SPOC","258.22327","57.197778","-71.005","0.036","-0.024","0.039","2460333.250353","0.0031496","4.3135259","0.0000134","1.921","0.228","0.286672","0.018272","264","16.8294","1.12982","0.0887197","87.5472","852","14","78.7415","0.11935","4920","127","4.64","0.09","0.71","0.05","","","0.81","0.0962979","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,56,57,59,60,73,74","potential multi; slight depth-aperture correlation","2020-02-21","2024-04-01","2024-04-12"
"421308357","1479.01","","5","5","5","5","5","5","5","23.2","37.2","317","1","0","0","EB","FP","10.364","0.007","1","qlp-s74-ffi","QLP","288.818098","57.760569","-2.124","0.043","2.593","0.044","2460319.940069","0.0253609","16.6828999","0.0005765","1.804","0.45","2.232396","1.482173","2054","1364.2","17.1854","3.41104","15.2595","550","63","531.96","7.076","6423","83.8","3.74","0.09","2.63","0.12","","","1.38","0.229392","14,15,16,17,19,20,22,23,24,26,40,41,47,49,50,53,54,55,56,57,58,59,60,73,74","V-shaped. Highly likely EB. Rp>40Re. TFOP FP/EB","2019-12-05","2024-03-04","2024-03-16"
"302773669","1573.01","","5","5","5","5","5","5","5","75.8","333","114.67","0","4","4","KP","KP","7.6353","0.006","1","qlp-s79-ffi","QLP","42.436612","71.753088","90.982","0.064","-33.197","0.062","2460463.952965","0.0008474","21.216464","0.0000324","3.045","0.254","7.079229","0.167385","6499","154.155","13.1431","0.688533","18.9464","581","277","78.0863","0.239","5925","89.5","4.1","0.08","1.55","0.08","0.2","0.1","1.1","0.142761","18,19,25,52,59,73,79","HD 17156 b","2019-12-19","2024-08-29","2024-08-31"
"219776325","1610.01","","2","4","4","2","4","4","4","3.5","32.4","5.99","5","5","6","PC","PC","10.3727","0.006","1","qlp-s80-ffi","QLP","263.543417","61.121472","3.627","0.041","42.121","0.048","2460506.091547","0.0020581","2.5287985","0.000005","1.294","0.323","0.390935","0.025021","360","23.0446","2.3241","0.139042","293.062","1152","20","191.957","0.7715","5740.2","119.6","4.3","0.08","1.19","0.06","0.187804","0.0123305","1.026","0.131102","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,59,60,73,74,75,76,77,78,79,80","L1 candidate; variable host","2019-12-19","2024-08-29","2024-08-31"
"264678534","1611.01","","1","5","5","1","4","4","4","5.5","119.5","6.18","3","27","3","CP","CP","7.5825","0.006","1","qlp-s79-ffi","QLP","325.201645","84.333761","345.178","0.067","63.044","0.07","2460449.067902","0.0009621","16.2017137","0.0000168","2.696","0.316","0.978689","0.023192","901","21.3604","2.3594","0.165133","14.4646","543","58","28.2938","0.0312","5071","141.3","4.58","0.09","0.78","0.05","-0.07","0.1","0.85","0.105302","18,19,20,25,26,40,52,53,58,59,60,73,78,79","HD 207897 b","2019-12-19","2024-08-29","2024-08-31"
"268403451","1612.01","","5","5","5","5","5","5","5","116.5","123.3","317","0","0","0","KP","KP","10.0521","0.006","1","qlp-s74-ffi","QLP","277.478075","85.233321","-15.354","0.038","24.461","0.054","2460334.805905","0.0006147","2.8641388","0.0000032","2.417","0.095","10.470132","0.09054","9597","83.3868","15.5276","0.732644","591.067","1373","382","234.149","1.1875","6082","137.7","4.13","0.08","1.53","0.07","","","1.139","0.156619","18,19,20,25,26,40,47,52,53,59,60,73,74","XO-7b (arXiv:1912.02821)","2019-12-19","2024-04-01","2024-04-05"
"317507345","1615.01","","5","5","5","5","5","5","5","272.2","624","317","1","2","0","EB","FP","9.68708","0.006","1","qlp-s79-ffi","QLP","351.174718","77.627113","12.588","0.054","2.736","0.047","2460473.279498","0.000144","3.9401791","8e-7","1.991","0.148","14.555886","5.642834","13317","5183.76","25.3897","2.96422","1090.26","1600","203","260.494","2.111","7170","213.8","4.31","0.08","1.51","0.05","","","1.69","0.284802","18,19,24,25,52,58,59,73,78,79","ExoFOP FP; Retired as SB1	","2019-12-19","2024-08-15","2024-08-16"
"407394748","1623.01","","5","5","5","5","5","5","5","36","146.6","36.81","0","3","0","EB","FP","9.5287","0.006","1","qlp-s73-ffi","QLP","5.420651","77.880071","17.7","1.7","10","1.8","2460311.882875","0.0004207","0.7522775","4e-7","1.073","0.142","1.413462","0.069268","1301","63.7966","6.75509","","13651.7","","79","280.381","","7325.2","111.9","","","1.77","","","","","","18,19,24,25,52,58,59,73","consistent centroid offset towards TIC 407394747; retired as TFOP FP/NEB","2019-12-19","2024-01-31","2024-02-02"
"154927364","1647.01","","5","5","5","5","5","5","5","323.8","939.8","317","0","3","2","EB","FP","10.249","0.007","1","qlp-s74-ffi","QLP","207.874218","84.071615","-14.658","0.052","8.105","0.052","2460334.944097","0.0037434","6.9744232","0.0000244","2.124","0.561","10.022951","23.751836","9189","21638.7","37.9891","12.0492","245.906","1103","163","306.502","3.1535","5821.7","96.2","3.97","0.08","1.86","0.09","","","1.166","0.156134","14,19,20,21,26,40,41,47,53,59,60,73,74","Radius too large; follow-up suggests a low-mass binary companion; retired as FP/SB1","2020-01-29","2024-03-04","2024-03-16"
"138168780","1651.01","","5","5","5","5","5","5","5","142.3","210.9","317","0","1","2","KP","KP","9.88278","0.006","1","qlp-s79-ffi","SPOC/QLP","94.792955","73.827567","-16.643","0.055","-22.593","0.111","2460474.181987","0.0001022","3.7649949","4e-7","2.642","0.017","16.117361","0.079053","14735","72.808","17.8182","0.731822","580.386","1367","396","235.479","2.418","6724","164","4.29","0.09","1.42","0.06","","","1.432","0.259705","19,20,26,40,53,59,60,73,79","XO-6 b","2020-01-29","2024-08-29","2024-08-31"
"258829450","1654.01","","2","4","2","2","4","4","4","4.8","36.6","8.91","0","1","8","PC","PC","10.1556","0.006","1","qlp-s82-ffi","QLP","287.666559","66.768082","5.504","0.218","-18.433","0.251","2460556.910025","0.0023921","1.8347892","0.0000038","2.414","0.22","0.26278","0.010441","242","9.61606","","","","","22","304.865","12.8035","5286.9","723.2","","","","","","","","","14,15,16,17,18,19,20,21,22,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,79,80,81,82","L1 candidate; visual binary; no stellar radius but other parameters indicate host is likely an F star","2020-01-29","2024-11-04","2024-11-08"
"311121985","1660.01","","5","5","5","5","5","5","5","14.8","74.2","15.99","2","4","0","EB","FP","9.00007","0.006","1","qlp-s73-ffi","QLP","85.581285","49.513452","26.89","0.1","-70.465","0.082","2460309.854705","0.0023925","1.3561596","0.0000043","2.504","0.863","0.523451","0.06888","482","63.439","4.12493","0.368895","11881.9","2908","19","187.823","2.1665","6375","159.4","4","0.09","1.86","0.08","","","1.272","0.192704","19,59,73","retired as TFOP FP/NEB","2020-01-29","2024-02-08","2024-02-17"
"353782445","1664.01","","2","4","4","2","4","4","4","2.5","33.1","7.45","1","7","6","PC","PC","9.17708","0.006","1","qlp-s74-ffi","QLP","276.937885","55.755753","-11.857","0.043","27.282","0.044","2460346.106264","0.0030264","11.8351058","0.0000314","2.209","0.782","0.362696","0.03914","334","36.0482","2.63869","0.190224","146.619","969","20","143.031","0.3945","6225","193","5.06078","0.333649","1.34","0.06","","","1.17","0.167775","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,51,52,53,54,55,56,57,58,59,73,74","L1 candidate","2020-01-29","2024-04-01","2024-04-05"
"417705690","1668.01","","5","5","5","5","5","5","5","7.3","57.5","7.93","0","1","0","EB","FP","10.0233","0.006","1","qlp-s73-ffi","QLP","348.607533","76.93432","4.034","0.08","10.082","0.064","2460311.61688","0.0031179","2.363311","0.0000075","3.294","0.548","1.217793","0.041604","1121","38.3181","2.74038","0.16585","1379.02","1697","34","130.543","0.5625","5420","119.5","4.38","0.08","1.04","0.05","","","0.944","0.119611","19,24,25,52,58,59,73","retired as TFOP FP; potential centroid offset; minor depth-aperture correlation","2020-01-29","2024-01-31","2024-02-02"
"428679607","1669.01","","2","4","2","2","3","4","4","6.1","54.7","6.19","1","13","8","CP","PC","9.52906","0.006","1","qlp-s79-ffi","SPOC/QLP","45.956474","83.587427","91.732","0.046","-34.432","0.046","2460478.581614","0.0016937","2.6800572","0.0000043","1.789","0.455","0.508243","0.028447","468","26.2007","2.36311","0.137578","415.617","1257","23","111.276","0.3695","5550","134.2","4.37","0.08","1.07","0.05","","","0.977","0.123553","19,20,25,26,52,53,59,60,73,79","TOI-1669 c","2020-01-29","2024-08-29","2024-08-31"
"441739020","1670.01","","1","4","1","3","4","4","4","14.7","119.3","86.23","5","11","7","CP","CP","9.4682","0.006","1","qlp-s81-ffi","SPOC","259.017252","72.161181","-6.094","0.05","5.154","0.049","2460503.139235","0.0027296","40.7501444","0.0001665","5.629","0.215","6.458674","0.22014","5931","202.736","11.1028","0.517129","58.4708","770","144","168.067","0.687","6453","195","5.20004","0.374851","1.31","0.06","","","1.258","0.187763","14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,57,58,59,60,73,74,75,76,77,78,79,80,81","TOI 1670 c/.01","2020-01-29","2024-08-29","2024-08-31"
"441739020","1670.02","","2","5","5","2","4","4","4","1.8","27","6.18","5","11","7","CP","CP","9.4682","0.006","2","qlp-s79-ffi","SPOC","259.017252","72.161181","-6.094","0.05","5.154","0.049","2460468.361028","0.0035706","10.9836724","0.0000417","2.636","0.92","0.342061","0.035782","315","32.9562","2.35616","0.177899","196.694","1043","16","168.067","0.687","6453","195","5.20004","0.374851","1.31","0.06","","","1.258","0.187763","14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,57,58,59,60,73,74,75,76,77,78,79","TOI-1670 b / TOI 1670.02","2020-07-16","2024-08-23","2024-08-31"
"268334473","1691.01","","1","4","1","1","3","4","4","2.7","44.1","8.73","1","14","3","CP","PC","9.52636","0.006","1","qlp-s79-ffi","SPOC","272.404118","86.860343","-25.645","0.048","161.959","0.05","2460458.306487","0.0021106","16.7368995","0.00004","4.561","0.813","1.074324","0.032342","989","29.7876","2.88015","0.155867","80.3869","834","39","111.445","0.3685","5759","186.802","4.44767","0.0798184","1","0.05","","","1.031","0.143191","19,20,25,26,40,47,52,53,59,60,73,79","TOI-1691 b","2020-01-30","2024-08-29","2024-08-31"
"137500798","1705.01","","5","5","5","5","5","5","5","2.2","22.6","13.56","2","1","3","EB","FP","10.3042","0.007","1","qlp-s74-ffi","QLP","132.635012","82.92712","-4.83","0.039","-17.892","0.042","2460328.287633","0.0049085","13.2054538","0.0000768","4.875","0.47","0.699439","0.031682","644","29.1797","3.74642","0.205098","193.559","1039","19","335.518","2.892","6653","124.9","4.14","0.09","1.67","0.07","","","1.4","0.243274","19,20,26,40,47,53,59,60,73,74","possible secondary at phase 0.45; centroid offset to NW on TIC 37500799; retired as TFOP FP/NEB","2020-02-19","2024-03-04","2024-03-16"
"230377505","1706.01","","2","4","2","2","4","4","4","2.4","29.5","4.86","1","6","5","PC","PC","10.486","0.006","1","qlp-s80-ffi","SPOC/QLP","285.205602","60.233671","-15.349","0.061","-51.114","0.057","2460500.746505","0.0023792","4.5156165","0.0000112","2.592","0.564","0.494122","0.024852","455","22.8892","2.0572","0.123076","348.196","1203","24","161.185","0.657","5617","125.1","4.47","0.08","0.97","0.05","","","0.994","0.124065","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,56,57,58,59,60,73,74,76,78,79,80","L1 candidate; potential multi","2020-02-19","2024-08-29","2024-08-31"
"230377505","1706.02","","2","4","4","2","4","4","4","1","17.7","3.1","1","6","5","PC","PC","10.486","0.006","2","qlp-s79-ffi","SPOC","285.205602","60.233671","-15.349","0.061","-51.114","0.057","2460467.498489","0.0068716","7.4058178","0.0000487","2.698","1.005","0.41483","0.034063","382","31.3724","1.57897","0.138468","136.205","951","12","161.185","0.657","5617","125.1","4.47","0.08","0.97","0.05","","","0.994","0.124065","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,56,57,58,59,60,73,74,76,78,79","potential multi","2020-09-23","2024-08-29","2024-09-01"
"445805961","1710.01","","3","5","5","3","4","4","4","8.3","102.8","23.64","2","24","5","CP","CP","8.9134","0.006","1","qlp-s79-ffi","QLP","94.283837","76.21102","59.837","0.037","55.61","0.044","2460439.666809","0.0007764","24.2833782","0.0000182","5.132","0.121","3.092233","0.041189","2844","37.9357","5.21152","0.25711","30.5138","654","71","81.2271","0.17695","5675","125.8","4.46","0.08","0.98","0.05","","","1.01","0.128534","19,20,26,40,53,59,60,73,79","TOI-1710 b","2020-02-19","2024-08-29","2024-08-31"
"219857012","1742.01","","1","4","4","1","4","4","4","1.4","32.7","4.09","2","32","3","PC","PC","8.2865","0.006","1","qlp-s74-ffi","SPOC/QLP","257.328868","71.876672","24.2","0.042","63.269","0.054","2460320.525214","0.0042514","21.2690553","0.0001062","5.772","0.414","0.363783","0.010234","335","9.42565","1.85355","0.0989817","57.2472","766","31","72.8871","0.1194","5707","124.634","4.31886","0.0771701","1.16","0.06","","","1.02","0.126497","15,16,17,18,19,20,21,22,23,24,25,26,40,47,48,49,50,51,52,53,54,55,56,58,59,60,73,74","L1 candidate","2020-02-27","2024-04-01","2024-04-05"
"229455001","1744.01","","3","4","3","3","4","4","4","2.2","38.8","7.82","0","7","4","PC","PC","9.01932","0.006","1","qlp-s74-ffi","SPOC","294.291071","60.881302","-1.548","0.058","-18.707","0.049","2460310.534537","0.002569","22.3416818","0.0000789","2.693","0.738","0.524537","0.04621","483","42.5604","2.71115","0.173582","47.9146","732","23","114.39","0.415","6179","124.697","4.3969","0.0828215","1.14","0.05","","","1.181","0.164577","14,15,16,17,18,19,20,21,23,25,26,40,41,47,48,49,50,51,53,54,55,56,57,58,59,60,73,74","inconsistent centroid offset; two stars in pixel; possible unrelated dip at ~1848 TBJD","2020-02-27","2024-04-01","2024-04-05"
"229742722","1859.01","TIC 229742722.01","3","5","5","3","4","4","4","7.3","73.8","86.51","4","11","4","CP","CP","9.93689","0.006","1","qlp-s60-ffi","QLP","279.831764","69.522873","12.12","0.044","-12.156","0.041","2460503.689205","0.0011374","63.4841349","0.0000941","4.898","1.397","6.138702","0.272064","5638","250.549","11.1305","0.557028","11.9909","518","121","224.385","1.167","6415","131.3","4.26","0.09","1.4","0.06","","","1.291","0.197742","14,15,16,17,18,19,20,22,23,25,26,40,41,47,48,49,50,52,53,54,55,56,57,59,60,73,74,75,76,77,78,79,80","TOI-1859 b","2020-05-08","2024-08-26","2024-08-26"
"230075227","2077.01","","2","4","4","2","4","4","4","1.8","30.3","3.04","2","3","6","PC","PC","9.7807","0.006","1","qlp-s74-ffi","SPOC","244.376954","68.894664","-3.399","0.04","34.826","0.041","2460348.12211","0.0032453","6.1155829","0.0000235","1.941","0.77","0.349663","0.031664","322","29.1633","1.56167","0.117786","152.993","979","18","91.8282","0.17555","5284","122.558","4.54246","0.085154","0.85","0.05","","","0.91","0.117619","14,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74","variable host","2020-07-15","2024-04-01","2024-04-05"
"103195323","2143.01","TIC 103195323.01","3","4","3","3","3","4","4","31.3","106.2","99.81","7","1","3","PC","PC","10.1041","0.011","1","qlp-s53-ffi","SPOC","62.572982","75.170931","-3.914","0.039","7.041","0.041","2460470.992666","0.0012764","5.5899401","0.0000079","5.032","0.327","4.177252","0.001454","3840","1.33946","12.1202","0.480443","1816.63","1818","29","378.684","3.58","7437","138.2","4.09","0.08","1.95","0.07","","","1.7","0.279341","25,26,52,53,59,73,79","pulsating host","2020-08-07","2024-08-29","2024-08-29"
"428988981","2144.01","","1","4","1","3","3","4","4","0.6","22.7","5.31","1","7","3","PC","PC","9.90667","0.006","1","qlp-s79-ffi","SPOC","350.25314","79.441782","74.093","0.041","77.67","0.036","2460434.655004","0.0048801","37.3413179","0.0001788","5.227","0.517","0.895015","0.041564","824","38.2815","2.16854","0.143204","12.6376","525","16","105.806","0.2765","5452","126.524","4.53224","0.0820865","0.88","0.05","","","0.952","0.120035","18,19,24,25,26,52,58,59,73,78,79","possible odd-even","2020-08-07","2024-08-29","2024-08-31"
"233680651","2166.01","","1","5","5","1","4","4","4","2.7","22.2","11.38","1","2","3","PC","PC","10.0788","0.007","1","qlp-s79-ffi","QLP","260.30306","63.239282","-1.186","0.062","-19.412","0.053","2460473.423375","0.003087","5.1354455","0.0000174","3.666","0.888","0.378988","0.013528","349","12.46","3.37799","0.171438","984.153","1560","28","348.554","3.466","6515","121","3.97","0.09","1.99","0.09","","","1.34","0.21614","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,73,74,75,76,77,78,79","slightly evolved variable host; possible odd-even","2020-08-10","2024-08-23","2024-08-31"
"154741689","2170.01","","1","4","1","1","4","4","4","1.4","20.8","5.61","2","4","4","PC","PC","10.4679","0.006","1","qlp-s79-ffi","QLP","164.313856","89.086923","12.264","0.044","-12.532","0.041","2460469.2444","0.0052983","9.2786686","0.000058","4.577","0.475","0.572334","0.026401","527","24.316","2.23168","0.131041","240.688","1097","18","206.368","1.0525","6018","138.2","4.39","0.08","1.12","0.05","","","1.113","0.149092","19,20,25,26,40,47,52,53,59,60,73,74,79","possible L1 planet; variable host","2020-08-10","2024-08-29","2024-08-31"
"293567206","2173.01","","5","5","5","5","5","5","5","15.5","90.8","11.21","2","1","1","EB","FP","10.4929","0.006","1","qlp-s73-ffi","QLP","145.799111","87.86853","-24.463","0.036","-70.699","0.038","2460311.597247","0.0015075","0.6856225","0.0000018","0.751","0.221","0.785271","0.087058","723","80.18","3.35129","0.226641","2492.49","1968","23","185.849","0.6985","5829","132.5","4.41","0.08","1.06","0.05","","","1.05","0.135379","25,26,40,47,52,59,60,73","TFOP FP/NEB","2020-08-10","2024-02-05","2024-02-17"
"264303333","2250.01","","5","5","5","5","5","5","5","2.4","4.6","1.81","2","2","3","EB","FP","10.1583","0.006","1","qlp-s75-ffi","SPOC","296.355007","67.310971","-26.099","0.041","-23.123","0.046","2460367.057256","0.0022811","0.8153098","0.0000022","1.373","0.344","0.205224","0.013686","189","12.6055","1.19041","0.0856287","2785.3","2023","15","142.086","0.433","5729","149.042","4.47487","0.0771837","0.97","0.05","","","1.023","0.13045","14,15,16,17,18,19,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,58,59,60,73,74,75","retired as TFOP FP/NEB; Centroid shifts likely due to low-SNR in sectors with scattered light.","2020-09-23","2024-04-22","2024-04-30"
"233688779","2254.01","","2","4","2","2","4","4","4","1.3","22.4","7.32","1","1","4","PC","PC","9.34244","0.006","1","qlp-s78-ffi","SPOC","275.393588","62.369002","-8.274","0.046","49.399","0.046","2460434.093775","0.0053535","26.4579962","0.0001322","3.119","0.954","0.420261","0.028714","387","26.4464","2.60259","0.17412","15.272","550","16","139.078","0.4345","5706","187","4.84423","0.320384","1.37","0.07","","","1.015","0.128975","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,57,59,60,73,75,76,77,78","L1 candidate","2020-09-23","2024-08-05","2024-08-16"
"417676091","3700.01","","3","4","3","3","3","4","4","27.9","85.6","109.97","3","1","2","PC","PC","12.8166","0.007","1","spoc-s73-b0A","FAINT","82.250858","68.481405","-2.47","0.019","1.887","0.023","2460286.353547","0.001994263","4.4184428762716","0.0006177753","3.2423131659466","0.12918812","13.474072","0.605811","12333.39146207","557.8172","12.832487681351","0.7691362","526.28682561252","1221.5897336467","21.943687","600.806","5.86","6166","129","4.41","0.09","1.119989991188","0.0528769","","","1.17","0.170811","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-10-01"
"260962960","3703.01","","3","4","3","3","3","4","4","39.3","51.8","317","2","0","1","PC","PC","12.3653","0.017","1","spoc-s73-b0A","FAINT","76.092396","44.334107","1.876","0.08","-5.63","0.066","2460286.817556","0.0021926183","3.8901335481223","0.0005857799","4.0827714736601","0.14268677","7.547806","0.324049","6927.6783584926","298.41602","19.049473631987","1.2613474","2845.1375926876","1862.7113809677","18.282343","786.966","26.313","6530","157","3.87","0.09","2.2370600700378","0.11803","","","1.35","0.214604","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-10-01"
"259506033","3705.01","","3","5","5","3","5","4","5","52.7","132.5","89.57","1","18","1","KP","KP","12.3824","0.006","1","spoc-s73-b0A","FAINT","75.480167","50.131178","-11.021","0.067","-21.44","0.063","2460286.170903","0.00091334846","1.9025031829152","0.00011595365","1.6652986337917","0.05865258","11.699615","0.354153","10717.893183588","326.13382","11.373243926622","0.7500005","959.03161290675","1419.3123454791","27.14494","338.84","4.1","5464.2","124.5","4.4","0.09","1.0259200334549","0.0609447","0.38","0.061","0.955","0.120544","19,59,73","found in faint-star QLP search; HAT-P-61 b","2021-06-23","2024-09-08","2024-10-01"
"252430813","3706.01","","3","4","3","3","1","4","4","33.1","41.6","317","1","1","0","PC","PC","13.4223","0.05","1","spoc-s59-b0A","FAINT","76.825224","59.729551","-1.981","0.035","-6.361","0.036","2460286.769995","0.0040799365","4.3701795176972","0.00083902024","3.7808821882295","0.18684071","16.410926","0.666906","15001.36321542","614.05493","15.452326479688","0.6119335","772.64939017176","1344.6689174576","20.9724","740.11","16.2615","6647.1","112","4.4","","1.2306699752808","","-0.286","0.107","1.4","","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-09-10"
"356322454","3709.01","","3","4","3","3","3","4","4","","","89.39","1","0","2","PC","PC","13.3033","0.009","1","spoc-s59-b0A","FAINT","67.795335","59.159564","2.89","2.197","-5.533","2.197","2460288.729263","0.0035005808","3.250984610538","0.0006394532","2.2931884585587","0.14046411","11.847212","0.772648","10852.369209038","711.3822","","","","","17.250647","","","","","","","","","","","","","19,59,73","found in faint-star QLP search; no stellar parameters","2021-06-23","2024-09-08","2024-09-08"
"143687316","3721.01","","3","4","3","3","3","4","4","23.8","70.4","74.62","1","0","1","PC","PC","12.6975","0.006","1","spoc-s73-b0A","FAINT","80.611594","40.425991","3.046","0.048","-16.249","0.034","2460287.522921","0.002018839","3.5411234641854","0.0004451842","3.0771407309822","0.1407287","9.526909","0.44357","8736.2229728104","408.45926","10.215035756242","0.906281","401.21473411439","1141.4685966465","18.235584","416.005","5.075","5151","168.9","4.3","0.09","1.0953199863434","0.0682236","","","0.87","0.11543","19,59,73","found in faint-star QLP search","2021-06-23","2024-09-09","2024-10-01"
