time	flux	flux_err
2911.5670089086807	0.98388284	0.008619531
2911.568397832325	0.9919142	0.008613421
2911.5697867559684	1.000611	0.008636841
2911.5711756800774	0.9890857	0.00859845
2911.5725646037204	0.99209905	0.008604181
2911.57395352783	1.005249	0.008605807
2911.5753424514733	0.9941047	0.008594675
2911.5767313751167	0.9953428	0.008597457
2911.5781202992257	1.0039201	0.008611217
2911.579509222869	0.99633175	0.0086080665
2911.5808981469786	0.9985984	0.008595546
2911.5822870706215	0.98505086	0.008588855
2911.5836759947306	1.0008539	0.008587586
2911.585064918374	1.004167	0.008595205
2911.5864538420183	1.0001613	0.008589551
2911.587842766127	0.99623114	0.008583875
2911.5892316897707	0.99822885	0.008577397
2911.5906206138798	0.9870825	0.008574157
2911.5920095375222	0.99454087	0.008575409
2911.5933984611647	0.98927945	0.008574369
2911.5947873852742	0.9903313	0.0085643
2911.596176308918	1.0008142	0.008576718
2911.597565233027	0.9873036	0.008573995
2911.5989541566696	1.0032082	0.008576421
2911.600343080314	0.9851619	0.008548989
2911.601732004423	0.996788	0.008555683
2911.6031209280663	0.9921762	0.008562622
2911.6045098517097	0.98663026	0.008550573
2911.6058987758197	1.0148062	0.0085806
2911.607287699462	0.9958694	0.008559319
2911.6086766235712	1.0045296	0.008557128
2911.610065547215	1.0013361	0.0085448595
2911.611454470859	0.9978975	0.008544178
2911.6128433949675	0.9968851	0.008537816
2911.6142323186104	1.0081601	0.008550357
2911.61562124272	1.0039822	0.00854922
2911.617010166364	0.9873413	0.008534517
2911.618399090007	1.0020945	0.008548874
2911.6197880141153	0.9888203	0.008532281
2911.6211769377596	1.0127538	0.008548579
2911.622565861403	1.0135353	0.008543834
2911.623954785512	1.0095206	0.008554685
2911.6253437091555	1.0019218	0.008547315
2911.6267326327998	1.0002316	0.008534334
2911.6281215569074	1.0102576	0.00853947
2911.62951048055	0.9885149	0.008523186
2911.6308994046594	0.9917134	0.008529316
2911.6322883283033	0.989563	0.008514927
2911.633677251946	1.0113568	0.008534334
2911.6350661760553	1.0139709	0.008538624
2911.6364550996987	1.006358	0.008528731
2911.637844023343	1.0052898	0.008537682
2911.639232947451	1.0015377	0.008530023
2911.6406218710954	1.0217351	0.008535098
2911.642010794739	0.9993358	0.008529589
2911.643399718848	1.0128348	0.008536993
2911.6447886424908	1.0085852	0.008528197
2911.6461775661346	0.99869585	0.008522178
2911.6475664902437	1.0023749	0.008517019
2911.648955413887	1.0054544	0.008525578
2911.6503443375304	1.0039847	0.008524711
2911.6517332616395	1.0091401	0.008520736
2911.6531221852833	1.0065193	0.008525138
2911.6545111089263	0.99660224	0.00851442
2911.6559000330353	1.0032871	0.008512124
2911.6572889566787	1.0149636	0.008530681
2911.658677880323	1.0076756	0.00851986
2911.660066804431	0.98960316	0.008505435
2911.6614557280755	0.993826	0.0085020345
2911.662844651719	0.9909553	0.008503737
2911.6642335753622	0.99804187	0.008504816
2911.6656224994704	0.9992824	0.008524334
2911.6670114231133	0.9925125	0.008498347
2911.668400346757	0.99619627	0.008508355
2911.6697892708657	1.0048155	0.0085235555
2911.6711781945087	1.0084429	0.008521655
2911.672567118153	1.0067453	0.008501896
2911.673956042262	0.9940991	0.00850076
2911.6753449659054	1.0102538	0.008510784
2911.676733889549	0.9981223	0.008502309
2911.678122813193	1.0071002	0.008508318
2911.6795117373013	1.0164824	0.008510077
2911.6809006609446	0.98666984	0.008487109
2911.6822895845885	1.0194926	0.008510774
2911.6836785082323	1.0035834	0.008507434
2911.685067432341	1.0097619	0.0085130865
2911.686456355984	0.9957519	0.008490759
2911.6878452796277	0.99922365	0.008499095
2911.689234203737	1.0049236	0.008497498
2911.6906231273806	1.0085998	0.008495671
2911.692012051023	0.9973559	0.008504498
2911.6934009746674	1.0121323	0.008498874
2911.6947898987764	0.996901	0.0084904
2911.69617882242	1.0097661	0.008494266
2911.697567746063	1.0063006	0.008504928
2911.6989566697075	0.99761677	0.0084855445
2911.7003455938157	1.0020866	0.008492815
2911.701734517458	1.0006638	0.008490818
2911.7031234411015	1.0094779	0.008502393
2911.704512364745	1.0083004	0.008494097
2911.7059012883883	0.9979555	0.008475474
2911.7072902124974	0.99027634	0.008483268
2911.7086791361407	1.0077605	0.008497936
2911.7100680597846	1.0089911	0.008482656
2911.7114569834275	0.99476093	0.008480081
2911.712845907537	1.0055566	0.00848994
2911.714234831181	0.98811483	0.00847063
2911.7156237548243	1.0046892	0.008485294
2911.717012678467	1.0189025	0.008489982
2911.718401602111	0.9855091	0.008458192
2911.71979052622	1.0080882	0.008487814
2911.7211794498635	1.0033226	0.008478972
2911.722568373507	1.0050824	0.008472618
2911.7239572971503	1.0190651	0.008484319
2911.725346220794	0.98733914	0.008457476
2911.7267351449027	1.0044034	0.008481239
2911.728124068546	1.002733	0.00847183
2911.7295129921895	1.0041877	0.008482377
2911.730901915834	0.9946001	0.00845699
2911.7322908394763	1.00243	0.008461364
2911.7336797631206	0.98943484	0.008457383
2911.7350686872296	0.99289	0.008455692
2911.736457610873	0.998882	0.008455977
2911.7378465345155	0.9971763	0.008454618
2911.7392354581584	0.995676	0.008447891
2911.7406243818023	0.99502206	0.0084481165
2911.742013305445	1.0001932	0.008458685
2911.743402229554	1.0084499	0.008453962
2911.7447911531976	1.0037946	0.008463586
2911.7461800768415	1.0042503	0.008447664
2911.747569000485	1.0019338	0.008448085
2911.7489579241283	0.9960491	0.00844975
2911.750346847772	0.99529	0.008435929
2911.751735771415	0.9954301	0.008426465
2911.753124695524	1.0050482	0.008442096
2911.7545136191675	1.006162	0.008438907
2911.755902542812	1.0159004	0.008446729
2911.7572914664543	0.9968391	0.008431557
2911.7586803900977	1.0195943	0.008451023
2911.7600693137415	0.9949488	0.008427444
2911.7614582373853	0.9994613	0.00842605
2911.7628471610287	0.9901977	0.008417991
2911.764236084671	1.0043135	0.008432276
2911.765625008781	1.0054228	0.0084404275
2911.7670139324246	1.010675	0.008428971
2911.768402856068	1.0024443	0.008416126
2911.7697917797113	0.99979	0.008426538
2911.7711807033556	0.9998336	0.008417106
2911.772569626998	0.9987442	0.008417636
2911.7739585506415	1.0020909	0.008408631
2911.775347474285	1.0190514	0.008430042
2911.7767363979274	1.0104573	0.008413154
2911.7781253215708	1.00918	0.0084037455
2911.779514245214	1.0057306	0.008412646
2911.7809031688575	1.0000107	0.008404801
2911.7822920925014	1.018328	0.008415285
2911.78368101661	0.99453616	0.008400182
2911.785069940254	1.0043274	0.008399865
2911.7864588638977	1.01025	0.008395489
2911.787847787541	1.0056471	0.008392844
2911.7892367111835	0.9939568	0.0083851265
2911.790625634828	1.0118849	0.00839954
2911.7920145584712	0.999907	0.00838827
2911.7934034821146	1.0110757	0.008391769
2911.7947924057576	1.0094068	0.008382721
2911.7961813294014	0.99125636	0.008369609
2911.797570253045	1.0107983	0.008399372
2911.798959176688	1.0109546	0.008376703
2911.800348100332	0.9938383	0.008373599
2911.801737023976	1.0004604	0.008372685
2911.8031259476193	1.0051036	0.008378432
2911.8045148712617	0.9991556	0.008364603
2911.805903794906	1.0038091	0.008368601
2911.8072927185494	1.0114487	0.008377177
2911.808681642193	1.008172	0.008363945
2911.8100705658358	1.0161681	0.00836713
2911.8114594894787	0.99599147	0.008353673
2911.812848413122	0.9970232	0.008358781
2911.814237336765	1.0027181	0.008350829
2911.815626260408	1.0069435	0.008361926
2911.817015184052	1.0044197	0.008356112
2911.8184041076956	0.99200904	0.008334609
2911.819793031339	1.0048796	0.008343288
2911.8211819549824	1.0079165	0.008348516
2911.8225708786263	0.99870723	0.008339562
2911.823959802269	1.000902	0.008335035
2911.8253487259126	1.0073849	0.008339726
2911.8267376490903	0.9828692	0.008315816
2911.8281265727346	1.0116588	0.008347166
2911.829515496377	1.0032936	0.00833119
2911.8309044200205	0.9988326	0.008318989
2911.8322933436643	0.9911602	0.008312994
2911.833682267308	0.99248517	0.008314535
2911.835071190951	1.0065479	0.008321806
2911.836460114595	1.0113004	0.008323008
2911.8378490382383	1.0090251	0.00831365
2911.8392379618817	0.99599195	0.008307861
2911.840626885525	0.9875203	0.008291272
2911.8420158091685	1.0064402	0.008313032
2911.843404732347	0.99088746	0.008287561
2911.8447936559896	0.9910053	0.008289616
2911.846182579633	1.0024556	0.008290315
2911.8475715032764	1.0111734	0.008299601
2911.848960426919	1.0033926	0.0082984
2911.8503493505623	0.9965667	0.008292585
2911.8517382742057	0.9945237	0.008273656
2911.853127197849	0.9972987	0.008279932
2911.8545161210272	0.99749094	0.008269928
2911.85590504467	0.9820377	0.008266926
2911.857293968314	0.99311423	0.008276782
2911.858682891958	1.0098826	0.008286343
2911.8600718156013	1.0018514	0.008273107
2911.8614607392437	0.99847364	0.008267654
2911.862849662888	0.99735385	0.008262264
2911.8642385860658	1.002686	0.008258307
2911.865627509709	1.0070516	0.008266454
2911.867016433352	0.9993064	0.008250958
2911.868405356996	1.0045447	0.008254796
2911.8697942806393	1.0084441	0.008268342
2911.871183203817	0.9962469	0.008240271
2911.872572127461	1.0094924	0.008255936
2911.8739610511047	0.9929823	0.008246073
2911.8753499747477	1.0063121	0.008239787
2911.8767388983906	0.9900136	0.008242908
2911.878127821569	1.0064174	0.008239548
2911.8795167452126	0.99400836	0.008237572
2911.880905668856	1.0008539	0.008229647
2911.8822945924985	1.0096809	0.008237761
2911.883683516143	1.0147069	0.008242243
2911.88507243932	1.0057755	0.008242661
2911.886461362962	1.0045747	0.008232849
2911.8878502866064	1.002616	0.008228607
2911.88923921025	1.0069531	0.008229653
2911.8906281334275	1.0055145	0.008227114
2911.892017057071	1.0008255	0.008225562
2911.8934059807143	1.0038985	0.008223257
2911.894794904358	0.99562895	0.0082102455
2911.8961838275354	1.0096456	0.008228351
2911.897572751179	1.002258	0.008206875
2911.898961674822	0.9829016	0.008202927
2911.900350598001	0.9989995	0.008207266
2911.9017395216433	0.99561733	0.008208941
2911.9031284452867	1.0115238	0.008220097
2911.9045173689306	0.9995687	0.008205654
2911.9059062921087	0.99370474	0.008198248
2911.9072952157517	1.0051732	0.008211675
2911.9086841393955	1.0021845	0.008212561
2911.9100730625732	0.9932064	0.008208518
2911.9114619862166	0.99957126	0.008198781
2911.91285090986	1.012018	0.008211139
2911.9142398330378	1.0207373	0.0082157105
2911.9156287566816	1.0009898	0.008197992
2911.9170176803245	1.0052387	0.008202591
2911.9184066035023	1.0070113	0.008198742
2911.9197955271457	1.0057015	0.008209998
2911.921184450789	0.99931926	0.00819393
2911.922573373966	1.0033776	0.008184934
2911.9239622976093	1.0101821	0.008201729
2911.9253512212535	1.0019596	0.0081886705
2911.9267401444304	0.996835	0.008195035
2911.9281290680738	1.0021285	0.008190101
2911.9295179917176	1.0022103	0.008187807
2911.930906914896	0.99390084	0.008175456
2911.932295838539	0.9971925	0.008189277
2911.933684761716	1.018308	0.008195235
2911.9350736853603	1.0173887	0.008189799
2911.9364626090037	0.99063987	0.008176423
2911.9378515321814	1.0028812	0.0081799915
2911.939240455825	1.0063683	0.008182447
2911.9406293790034	0.9990795	0.008173267
2911.942018302646	0.993587	0.008173478
2911.9434072262893	1.0012554	0.00817839
2911.9447961494675	1.0048047	0.008173178
2911.9461850731113	1.0019472	0.008173395
2911.9475739962886	0.9917546	0.008170891
2911.9489629199315	0.9908451	0.00816749
2911.9503518431097	0.99437267	0.008163351
2911.9517407667536	1.0009097	0.008168935
2911.9531296899313	0.9936632	0.008168564
2911.954518613574	1.0125159	0.008183446
2911.955907537218	0.9884766	0.008162206
2911.957296460396	1.0033463	0.008163463
2911.9586853840383	0.985454	0.008154957
2911.960074307216	0.9994682	0.008165385
2911.9614632308594	1.0107462	0.008170583
2911.962852154037	1.0025905	0.0081643425
2911.96424107768	1.0070429	0.008165206
2911.9656300008583	1.0102025	0.00816158
2911.9670189245016	0.9977313	0.008155366
2911.9684078476794	0.9994831	0.008161845
2911.9697967713228	1.0150514	0.008168921
2911.9711856945005	1.0034173	0.0081541175
2911.972574618145	0.9998428	0.0081574945
2911.9739635413216	1.0004122	0.008150955
2911.975352464966	1.0099488	0.008166986
2911.9767413881436	0.99776053	0.008148591
2911.9781303113214	1.0022063	0.008156885
2911.9795192349643	0.986725	0.008141112
2911.9809081581425	1.0025731	0.008152733
2911.982297081786	1.0023595	0.008153208
2911.9836860049636	1.00191	0.008150263
2911.985074928607	0.9876603	0.008142633
2911.9864638517847	0.99988943	0.008148414
2911.987852774963	1.0024725	0.008153522
2911.989241698606	1.008953	0.008150287
2911.990630621784	1.0035411	0.008150569
2911.992019545428	1.0000039	0.008147819
2911.9934084686056	0.9919033	0.008145705
2911.9947973922476	0.9974425	0.00815257
2911.996186315425	0.98273444	0.0081337495
2911.9975752386035	0.9976851	0.00814724
2911.998964162246	0.9985968	0.0081475545
2912.0003530854237	1.0087745	0.008157245
2912.001742008602	1.0079465	0.008151187
2912.0031309322458	0.9993644	0.008149959
2912.004519855423	1.0093765	0.008155388
2912.0059087786003	0.997488	0.00814122
2912.007297702244	0.99973583	0.008141326
2912.0086866254223	0.99952465	0.008153556
2912.0100755490657	0.9930017	0.00813201
2912.0114644722435	1.015598	0.008158717
2912.012853395422	0.9965126	0.008149714
2912.0142423190646	0.9919312	0.008136064
2912.0156312422423	0.9936255	0.008134732
2912.0170201654205	0.9988869	0.008140318
2912.0184090885987	1.0049204	0.008143723
2912.0197980122416	1.0118462	0.008145005
2912.021186935419	0.9957779	0.0081293015
2912.022575858597	0.9943607	0.008138415
2912.023964782241	0.9975412	0.008133429
2912.0253537054186	1.0037333	0.008146902
2912.0267426285964	1.0016881	0.008139061
2912.0281315517745	0.99227965	0.008129013
2912.0295204754175	1.0104728	0.008151743
2912.0309093985943	0.9981997	0.008130151
2912.032298321772	0.997851	0.008131782
2912.0336872449498	1.0074701	0.00814443
2912.035076168593	1.0028442	0.008126778
2912.0364650917704	1.0050699	0.0081384955
2912.0378540149486	1.0002743	0.008129904
2912.0392429381263	0.9982914	0.008129071
2912.0406318617697	1.0022873	0.008126823
2912.042020784948	1.0010923	0.008130849
2912.043409708126	0.9892775	0.008122176
2912.0447986313034	1.001228	0.0081276875
2912.0461875544806	1.0010989	0.008127616
2912.0475764781245	1.006522	0.008124157
2912.0489654013027	0.99774694	0.008123893
2912.0503543244804	0.98989	0.0081159705
2912.051743247657	0.99618727	0.0081254095
2912.053132170836	0.9942127	0.008118731
2912.0545210944792	0.9991223	0.008117726
2912.055910017657	0.99798965	0.008113201
2912.0572989408347	0.9936597	0.008117401
2912.0586878640124	0.99626833	0.008113074
2912.0600767871906	0.99836135	0.008114904
2912.061465710368	0.98206955	0.008099818
2912.062854633546	1.0032319	0.008116986
2912.06424355719	0.9915337	0.008104399
2912.0656324803676	1.0086865	0.008117964
2912.0670214035445	0.99457395	0.008101568
2912.068410326722	0.9976421	0.008100363
2912.0697992499	1.0017501	0.008113453
2912.0711881730767	0.99367034	0.008105782
2912.0725770962545	0.9923949	0.008095805
2912.0739660194326	1.0065163	0.00810213
2912.075354942611	1.0008082	0.008114427
2912.0767438662538	1.0024732	0.0081081055
2912.078132789432	0.98584557	0.0080905985
2912.0795217126097	1.002228	0.008103328
2912.0809106357874	1.0022762	0.0081017865
2912.082299558965	1.0002636	0.00810324
2912.083688482143	0.99609244	0.008095693
2912.085077405321	0.992582	0.008088674
2912.0864663284983	0.9995783	0.00809127
2912.087855251676	0.9912573	0.008086988
2912.089244174854	0.99879205	0.008088414
2912.0906330980324	1.0021273	0.0080869
2912.0920220212092	1.0098903	0.008101192
2912.093410944388	1.0012186	0.008093069
2912.0947998675656	1.0057822	0.008092598
2912.0961887907433	0.98902196	0.008077733
2912.0975777139206	0.99858516	0.008080651
2912.098966637099	0.9857166	0.008075757
2912.100355560277	0.99289924	0.008077905
2912.1017444834542	0.9973955	0.008075584
2912.103133406632	0.99915344	0.0080800345
2912.1045223298092	0.99485034	0.008074421
2912.1059112529865	1.0030178	0.008078281
2912.1073001761642	0.99533916	0.008073833
2912.108689099342	1.0035615	0.008068906
2912.1100780225206	0.9959855	0.008064114
2912.1114669456974	0.99960726	0.008063493
2912.112855868875	1.0051591	0.008068042
2912.1142447920533	0.9986889	0.008062527
2912.1156337152315	1.0081731	0.008077895
2912.117022637943	1.0025848	0.008059336
2912.1184115611204	0.99709874	0.008056702
2912.1198004842986	1.0047129	0.008063765
2912.121189407477	0.9930212	0.008055674
2912.1225783306545	0.9991027	0.008055141
2912.1239672538313	0.99824107	0.008049686
2912.12535617701	0.99606603	0.008046104
2912.1267451001877	0.98623955	0.008041811
2912.1281340233654	1.004165	0.008064112
2912.1295229460775	0.99526465	0.008038816
2912.130911869256	0.99590147	0.00803269
2912.132300792433	0.98592645	0.008033825
2912.1336897156107	1.0043907	0.008049233
2912.135078638789	0.9957576	0.008037882
2912.136467561967	1.0050434	0.0080404645
2912.1378564846787	1.0020173	0.008030247
2912.139245407856	0.9877531	0.008025574
2912.1406343310346	0.9846571	0.008023033
2912.142023254212	1.0057822	0.00803583
2912.143412177388	1.0098866	0.008045287
2912.144801100567	1.0011294	0.008024267
2912.146190023279	1.010895	0.008032158
2912.1475789464566	0.99547285	0.008018144
2912.148967869634	1.007667	0.008037696
2912.150356792812	0.99687046	0.008026742
2912.151745715524	1.0068426	0.008028594
2912.153134638702	1.001718	0.008025022
2912.1545235618796	0.99272615	0.008008348
2912.1559124850573	1.0029756	0.008020351
2912.15730140777	1.008277	0.008023886
2912.158690330947	1.0106826	0.0080248015
2912.1600792541253	0.99331814	0.007999813
2912.1614681773035	1.0007058	0.0080055855
2912.1628571000156	0.9929978	0.0080058575
2912.1642460231924	1.0088325	0.008014618
2912.165634946371	0.9902227	0.0079943845
2912.1670238695488	1.0072643	0.008002583
2912.168412792261	0.9937141	0.007993958
2912.169801715438	0.9995979	0.00800023
2912.1711906386163	0.99832916	0.00800185
2912.1725795613283	0.99666727	0.007992551
2912.173968484506	0.9881227	0.007992883
2912.1753574076843	0.9914438	0.007984743
2912.176746330397	0.99797016	0.007987581
2912.1781352535736	1.0090977	0.00800625
2912.1795241767504	0.99931014	0.00799773
2912.1809130994625	0.9943297	0.00798471
2912.1823020226407	1.0011119	0.007990577
2912.183690945818	1.0024371	0.007985197
2912.18507986853	0.9898467	0.007980441
2912.1864687917077	1.005775	0.007987911
2912.1878577144207	0.9834942	0.007968771
2912.189246637598	1.0002022	0.007982483
2912.190635560776	0.9991397	0.0079837395
2912.1920244834882	1.0045006	0.007984052
2912.193413406666	0.9910443	0.007963668
2912.194802329378	1.0009763	0.007971597
2912.1961912525558	1.0047151	0.007971374
2912.1975801752683	1.0026988	0.007980453
2912.1989690984456	0.995841	0.007978568
2912.2003580216233	1.0060617	0.007977883
2912.2017469443354	1.0051329	0.007967982
2912.203135867514	0.999777	0.007968619
2912.204524790225	1.0039092	0.007971147
2912.205913713403	1.01509	0.007983668
2912.2073026361154	1.0109154	0.007975631
2912.2086915592936	0.9963363	0.007959275
2912.210080482005	0.9989887	0.007956096
2912.2114694051834	1.0098162	0.00796737
2912.2128583278954	0.98920584	0.007947472
2912.2142472510723	0.9987788	0.0079599945
2912.2156361737834	0.99814516	0.0079505695
2912.2170250969616	0.99723285	0.007960531
2912.218414019674	0.99579346	0.007962895
2912.219802942852	1.0094874	0.007967955
2912.221191865563	0.9919422	0.007943484
2912.2225807887417	0.9963045	0.00795518
2912.2239697114537	1.0092113	0.007957572
2912.2253586346314	0.9934303	0.0079497555
2912.2267475573435	0.98561424	0.007940332
2912.2281364800565	1.014725	0.007957856
2912.2295254032338	0.9974328	0.007958775
2912.2309143259454	0.99988145	0.007952649
2912.2323032491236	0.9980656	0.007957505
2912.233692171836	1.0069705	0.007966771
2912.235081095014	1.005075	0.007952364
2912.236470017725	1.0007068	0.00794772
2912.237858940438	1.0065522	0.007961297
2912.2392478636157	1.0073092	0.007960099
2912.2406367863277	0.9971121	0.007948315
2912.24202570904	0.9866494	0.0079323985
2912.2434146322184	0.9957732	0.007937753
2912.2448035549296	1.0002278	0.007952122
2912.2461924781073	1.0136732	0.00794909
2912.24758140082	0.9955915	0.0079463
2912.2489703235324	0.99962115	0.007946097
2912.2503592467096	1.013386	0.007960846
2912.251748169421	0.9998054	0.007940254
2912.2531370921324	0.99689096	0.0079456
2912.2545260153106	0.99062	0.007929273
2912.255914938022	0.99717486	0.007944739
2912.2573038607347	1.0106628	0.0079447245
2912.2586927834473	0.9969628	0.007952638
2912.260081706625	0.99939543	0.007945031
2912.261470629336	0.99515915	0.007946607
2912.262859552049	1.0138763	0.007955125
2912.264248475227	1.0000225	0.007948751
2912.265637397939	1.0001864	0.007941524
2912.2670263206505	1.0001739	0.00793687
2912.268415243363	1.0054184	0.007948019
2912.2698041665412	0.9933004	0.007948216
2912.271193089253	0.9940876	0.007930055
2912.2725820119654	0.99832803	0.007945916
2912.273970934678	1.0053978	0.007943602
2912.27535985739	0.99804527	0.007938786
2912.276748780567	0.9982664	0.007951702
2912.2781377032798	1.0142008	0.007957964
2912.279526625992	0.99522436	0.007934466
2912.280915548704	1.0059723	0.007947718
2912.2823044714155	1.0047001	0.007950531
2912.2836933945937	1.0107812	0.007957294
2912.2850823173058	1.0017517	0.0079375915
2912.286471240018	1.0043337	0.007947188
2912.287860162729	1.0019684	0.007941002
2912.2892490854406	1.0079104	0.007952468
2912.290638008153	1.0070659	0.007944246
2912.292026931331	1.0114424	0.007957778
2912.293415854043	0.99403995	0.007932712
2912.2948047767554	1.0181903	0.007955985
2912.296193699467	1.0028268	0.00795526
2912.297582622179	1.0020205	0.00793855
2912.298971544891	1.0072417	0.00794966
2912.300360467604	1.0048735	0.0079335645
2912.3017493903153	0.9936912	0.00793359
2912.3031383130274	1.0036024	0.00793017
2912.30452723574	0.994104	0.007937897
2912.305916158918	1.005543	0.007936406
2912.3073050816297	0.99829376	0.007931784
2912.308694004342	0.991502	0.0079218345
2912.3100829270547	0.98784345	0.007920183
2912.3114718497663	1.0065356	0.007929103
2912.3128607724784	1.017227	0.007949923
2912.3142496951905	1.0011364	0.007926769
2912.3156386179035	1.0059873	0.007936136
2912.3170275406146	1.0031838	0.007931998
2912.3184164633267	0.995701	0.007916668
2912.319805386039	0.99463886	0.007925117
2912.3211943087517	1.0011326	0.0079184165
2912.3225832314633	1.0030321	0.0079317195
2912.323972154176	0.99507946	0.007914324
2912.3253610768875	1.0053066	0.007924733
2912.3267499995986	0.9973744	0.007918937
2912.3281389223102	1.0010632	0.007921454
2912.3295278450228	0.99867505	0.007922796
2912.3309167677353	1.0111061	0.0079410225
2912.3323056904474	1.0027764	0.007915844
2912.3336946131585	1.0004611	0.007912661
2912.3350835358715	0.99006253	0.007903592
2912.336472458118	0.9941657	0.007904143
2912.33786138083	0.99378526	0.007899265
2912.339250303542	0.9979346	0.0079106
2912.340639226255	1.00054	0.007905529
2912.342028148966	0.99780726	0.007896024
2912.3434170716782	0.99280304	0.0079140905
2912.3448059943908	0.9900646	0.0079000145
2912.3461949171033	1.0017473	0.007907693
2912.347583839815	1.0071856	0.007913309
2912.348972762061	1.0046251	0.007911598
2912.350361684774	1.0024565	0.007912008
2912.351750607486	1.0044895	0.007906547
2912.353139530198	1.0032144	0.007906927
2912.35452845291	1.0027786	0.007908006
2912.355917375623	0.9954106	0.007900638
2912.357306298334	0.99326307	0.007894822
2912.3586952205806	1.0143725	0.007930516
2912.360084143293	1.008413	0.007901093
2912.3614730660047	0.9895179	0.007893662
